,SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
821971,1598395,355529,Consumer loans,3376.62,26991.0,29367.0,0.0,26991.0,TUESDAY,11,Y,1,0.0,,,XAP,Approved,-696,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Regional / Local,351,Consumer electronics,10.0,middle,POS household with interest,365243.0,-665.0,-395.0,-395.0,-390.0,0.0
671083,1781141,355533,Cash loans,14030.1,495000.0,495000.0,,495000.0,FRIDAY,17,Y,1,,,,Furniture,Refused,-386,Cash through the bank,LIMIT,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low,,,,,,
759369,2826526,355533,Revolving loans,16875.0,157500.0,337500.0,,157500.0,MONDAY,11,N,1,,,,XAP,Refused,-971,XNA,HC,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
561784,2180811,355779,Cash loans,43551.0,1350000.0,1350000.0,,1350000.0,WEDNESDAY,13,Y,1,,,,XNA,Approved,-786,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),-1,XNA,60.0,low_normal,Cash X-Sell: low,365243.0,-756.0,1014.0,-696.0,-691.0,0.0
1545200,2481197,355779,Revolving loans,2250.0,0.0,90000.0,,,FRIDAY,12,N,0,,,,XAP,Refused,-2303,XNA,LIMIT,,Repeater,XNA,Cards,x-sell,Country-wide,6000,Consumer electronics,0.0,XNA,Card X-Sell,,,,,,
1247109,1888731,355969,Revolving loans,6750.0,0.0,180000.0,,,MONDAY,12,N,0,,,,XAP,Refused,-2275,XNA,LIMIT,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
491116,1137255,355969,Revolving loans,6750.0,0.0,135000.0,,,MONDAY,12,Y,1,,,,XAP,Approved,-2275,XNA,XAP,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-2274.0,-2230.0,365243.0,-1378.0,365243.0,0.0
308484,1157532,356051,Cash loans,27449.82,450000.0,491580.0,,450000.0,FRIDAY,10,Y,1,,,,XNA,Approved,-601,Cash through the bank,XAP,,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,low_normal,Cash X-Sell: low,365243.0,-571.0,119.0,-571.0,-564.0,1.0
197734,2518480,356051,Consumer loans,8783.595,84105.0,77593.5,13500.0,84105.0,FRIDAY,11,Y,1,0.1614025948363744,,,XAP,Approved,-2057,Cash through the bank,XAP,Family,Repeater,Clothing and Accessories,POS,XNA,Stone,90,Clothing,12.0,high,POS industry with interest,365243.0,-2026.0,-1696.0,-1696.0,-1691.0,0.0
513977,1821931,356203,Cash loans,12974.175,157500.0,178290.0,,157500.0,MONDAY,10,Y,1,,,,XNA,Approved,-612,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,high,Cash X-Sell: high,365243.0,-582.0,108.0,-222.0,-214.0,1.0
155604,2462638,356203,Consumer loans,3438.63,25020.0,14670.0,10350.0,25020.0,FRIDAY,14,Y,1,0.4505232177894046,,,XAP,Approved,-2890,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Stone,150,Consumer electronics,5.0,low_normal,POS household with interest,365243.0,-2859.0,-2739.0,-2769.0,-2762.0,0.0
1213172,2054867,356207,Consumer loans,17314.74,404550.0,404550.0,0.0,404550.0,MONDAY,17,Y,1,0.0,,,XAP,Refused,-790,Cash through the bank,LIMIT,,Refreshed,Consumer Electronics,POS,XNA,Stone,130,Consumer electronics,36.0,middle,POS household with interest,,,,,,
79928,2686631,356207,Revolving loans,11250.0,225000.0,225000.0,,225000.0,MONDAY,15,Y,1,,,,XAP,Refused,-727,XNA,HC,,Refreshed,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,,,,,,
1660676,2651739,356242,Consumer loans,8885.97,40356.0,33349.5,8073.0,40356.0,TUESDAY,10,Y,1,0.2122573700064193,,,XAP,Approved,-1315,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,96,Connectivity,4.0,middle,POS mobile without interest,365243.0,-1276.0,-1186.0,-1216.0,-1212.0,0.0
1620794,1928696,356242,Consumer loans,8820.405,116370.0,75582.0,46548.0,116370.0,SUNDAY,8,Y,1,0.4150905071347222,,,XAP,Approved,-2752,XNA,XAP,"Spouse, partner",Repeater,Computers,POS,XNA,Stone,50,Consumer electronics,10.0,middle,POS household without interest,365243.0,-2721.0,-2451.0,-2451.0,-2444.0,1.0
153526,1797932,356244,Consumer loans,8466.03,58626.0,63463.5,0.0,58626.0,SUNDAY,17,Y,1,0.0,,,XAP,Approved,-2439,Cash through the bank,XAP,"Spouse, partner",Repeater,Mobile,POS,XNA,Country-wide,74,Connectivity,10.0,high,POS mobile with interest,365243.0,-2408.0,-2138.0,-2168.0,-2166.0,1.0
482995,1149592,356244,Revolving loans,4500.0,0.0,90000.0,,,FRIDAY,13,N,1,,,,XAP,Refused,-488,XNA,HC,,Refreshed,XNA,Cards,x-sell,Country-wide,533,Consumer electronics,0.0,XNA,Card X-Sell,,,,,,
480416,2782662,356267,Revolving loans,9000.0,0.0,180000.0,,,THURSDAY,10,N,1,,,,XAP,Refused,-2563,XNA,XNA,,Repeater,XNA,Cards,x-sell,Credit and cash offices,0,XNA,0.0,XNA,Card Street,,,,,,
935467,1789433,356267,Cash loans,12088.8,135000.0,148365.0,0.0,135000.0,MONDAY,17,Y,1,0.0,,,XNA,Approved,-2636,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,18.0,high,Cash Street: high,365243.0,-2605.0,-2095.0,-2335.0,-2322.0,1.0
148106,2541402,356438,Cash loans,22624.02,450000.0,501975.0,,450000.0,FRIDAY,14,Y,1,,,,XNA,Approved,-748,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,30.0,low_normal,Cash X-Sell: low,365243.0,-718.0,152.0,-88.0,-81.0,1.0
119382,1965153,356438,Cash loans,,0.0,0.0,,,TUESDAY,12,Y,1,,,,XNA,Canceled,-100,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1508822,2779883,356470,Revolving loans,,0.0,0.0,,,SUNDAY,11,Y,1,,,,XAP,Canceled,-519,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1412923,1708020,356470,Revolving loans,9000.0,0.0,180000.0,,,MONDAY,15,Y,1,,,,XAP,Refused,-2738,XNA,SCO,,Repeater,XNA,Cards,x-sell,Country-wide,519,Consumer electronics,0.0,XNA,Card Street,,,,,,
285953,1317617,356502,Cash loans,57000.825,1237500.0,1345311.0,,1237500.0,WEDNESDAY,7,Y,1,,,,XNA,Approved,-891,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,low_normal,Cash X-Sell: low,365243.0,-861.0,189.0,365243.0,365243.0,1.0
1115979,1539978,356502,Consumer loans,6128.1,49455.0,48177.0,4950.0,49455.0,SUNDAY,12,Y,1,0.1014738268676943,,,XAP,Approved,-2189,Cash through the bank,XAP,Children,Repeater,Consumer Electronics,POS,XNA,Country-wide,7000,Consumer electronics,10.0,high,POS household with interest,365243.0,-2158.0,-1888.0,-1888.0,-1881.0,0.0
1407910,1990308,356606,Cash loans,16015.275,135000.0,143910.0,,135000.0,THURSDAY,11,Y,1,,,,XNA,Refused,-548,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,,,,,,
415299,2651219,356606,Cash loans,18662.76,157500.0,167895.0,,157500.0,MONDAY,12,Y,1,,,,XNA,Refused,-411,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,,,,,,
586895,1716666,356651,Cash loans,15377.49,229500.0,262998.0,,229500.0,THURSDAY,12,Y,1,,,,XNA,Approved,-949,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,middle,Cash X-Sell: middle,365243.0,-919.0,-229.0,-259.0,-253.0,1.0
1310220,1454668,356651,Revolving loans,4500.0,202500.0,202500.0,,202500.0,TUESDAY,13,N,0,,,,XAP,Refused,-195,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),19,XNA,0.0,XNA,Card X-Sell,,,,,,
1396598,2326803,356678,Revolving loans,22500.0,450000.0,450000.0,,450000.0,THURSDAY,14,Y,1,,,,XAP,Refused,-711,XNA,HC,,Refreshed,XNA,Cards,walk-in,AP+ (Cash loan),6,XNA,0.0,XNA,Card Street,,,,,,
1448550,1350334,356678,Revolving loans,22500.0,112500.0,450000.0,,112500.0,THURSDAY,14,N,1,,,,XAP,Refused,-711,XNA,HC,,Refreshed,XNA,Cards,x-sell,AP+ (Cash loan),6,XNA,0.0,XNA,Card X-Sell,,,,,,
125300,1850393,356868,Revolving loans,15750.0,0.0,315000.0,,,SATURDAY,10,Y,1,,,,XAP,Refused,-1109,XNA,HC,,Repeater,XNA,Cards,x-sell,Credit and cash offices,0,XNA,0.0,XNA,Card X-Sell,,,,,,
753929,1074143,356868,Revolving loans,11250.0,0.0,225000.0,,0.0,WEDNESDAY,12,Y,1,,,,XAP,Refused,-1112,XNA,HC,,Repeater,XNA,Cards,walk-in,AP+ (Cash loan),-1,XNA,0.0,XNA,Card Street,,,,,,
1185557,1950867,356898,Consumer loans,3242.79,25285.5,27787.5,0.0,25285.5,SUNDAY,12,Y,1,0.0,,,XAP,Approved,-2489,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,36,Connectivity,12.0,high,POS mobile with interest,365243.0,-2458.0,-2128.0,-2368.0,-2363.0,1.0
1432100,2348837,356898,Cash loans,,0.0,0.0,,,SATURDAY,17,Y,1,,,,XNA,Refused,-355,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1161716,1630306,356916,Consumer loans,4811.76,34830.0,34830.0,0.0,34830.0,SATURDAY,11,Y,1,0.0,,,XAP,Unused offer,-510,Cash through the bank,CLIENT,,Repeater,Mobile,POS,XNA,Country-wide,35,Connectivity,10.0,high,POS mobile with interest,,,,,,
1645183,2536351,356916,Revolving loans,4500.0,0.0,90000.0,,,SUNDAY,12,Y,1,,,,XAP,Approved,-2833,XNA,XAP,,Repeater,XNA,Cards,x-sell,Country-wide,34,Connectivity,0.0,XNA,Card Street,-2830.0,-2781.0,365243.0,-1899.0,-350.0,0.0
863933,2735007,356930,Cash loans,,0.0,0.0,,,THURSDAY,11,Y,1,,,,XNA,Canceled,-166,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
911620,1099391,356930,Revolving loans,,0.0,0.0,,,WEDNESDAY,6,Y,1,,,,XAP,Canceled,-230,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1115320,2705472,356936,Revolving loans,4500.0,180000.0,180000.0,,180000.0,MONDAY,11,N,0,,,,XAP,Refused,-74,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),4,XNA,0.0,XNA,Card X-Sell,,,,,,
557790,1359126,356936,Revolving loans,4500.0,180000.0,90000.0,,180000.0,MONDAY,11,Y,1,,,,XAP,Approved,-74,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),4,XNA,0.0,XNA,Card X-Sell,,,,,,
1203163,2729674,357143,Consumer loans,8499.375,140400.0,164493.0,0.0,140400.0,SATURDAY,8,Y,1,0.0,,,XAP,Approved,-534,Cash through the bank,XAP,,Refreshed,Furniture,POS,XNA,Stone,50,Furniture,24.0,low_normal,POS industry with interest,365243.0,-500.0,190.0,365243.0,365243.0,0.0
343866,2377671,357143,Cash loans,34398.27,337500.0,353092.5,,337500.0,THURSDAY,11,Y,1,,,,XNA,Refused,-928,Cash through the bank,HC,Unaccompanied,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,low_normal,Cash X-Sell: low,,,,,,
1652421,2451343,357169,Cash loans,45900.135,405000.0,427455.0,0.0,405000.0,THURSDAY,14,Y,1,0.0,,,XNA,Approved,-2318,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,100,XNA,12.0,middle,Cash Street: middle,365243.0,-2288.0,-1958.0,-1988.0,-1986.0,1.0
1419477,1846535,357169,Cash loans,54970.065,675000.0,709749.0,,675000.0,THURSDAY,19,Y,1,,,,XNA,Approved,-911,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,middle,Cash X-Sell: middle,365243.0,-877.0,-367.0,-817.0,-810.0,0.0
1608208,2174336,357183,Consumer loans,18562.545,195498.0,195498.0,0.0,195498.0,SATURDAY,19,Y,1,0.0,,,XAP,Approved,-362,XNA,XAP,,Repeater,Homewares,POS,XNA,Stone,30,Construction,12.0,low_normal,POS industry with interest,365243.0,-315.0,15.0,365243.0,365243.0,0.0
959807,2246865,357183,Cash loans,71031.78,1260000.0,1333179.0,,1260000.0,SUNDAY,13,Y,1,,,,XNA,Approved,-690,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,low_normal,Cash X-Sell: low,365243.0,-660.0,30.0,365243.0,365243.0,1.0
986902,2293986,357210,Consumer loans,12594.105,115776.0,113368.5,11578.5,115776.0,THURSDAY,9,Y,1,0.100923104123421,,,XAP,Approved,-908,XNA,XAP,Children,New,Computers,POS,XNA,Stone,312,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-877.0,-607.0,-637.0,-632.0,0.0
1316257,1530356,357210,Cash loans,41055.21,675000.0,756081.0,,675000.0,TUESDAY,8,Y,1,,,,XNA,Refused,-616,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,42.0,high,Cash X-Sell: high,,,,,,
620357,2789831,357248,Cash loans,35904.69,450000.0,622593.0,,450000.0,THURSDAY,20,Y,1,,,,XNA,Approved,-767,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,high,Cash X-Sell: high,365243.0,-737.0,313.0,-47.0,-43.0,1.0
63684,1150884,357248,Consumer loans,21531.87,90396.0,81355.5,9040.5,90396.0,SATURDAY,13,Y,1,0.1089199341081061,,,XAP,Approved,-184,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Country-wide,83,Connectivity,4.0,low_normal,POS mobile with interest,365243.0,-154.0,-64.0,-94.0,-92.0,0.0
461468,2385882,357255,Revolving loans,29250.0,720000.0,585000.0,,720000.0,MONDAY,12,Y,1,,,,XAP,Approved,-149,XNA,XAP,Unaccompanied,Refreshed,XNA,Cards,x-sell,AP+ (Cash loan),4,XNA,0.0,XNA,Card X-Sell,-149.0,-102.0,365243.0,365243.0,365243.0,0.0
538682,2183024,357255,Cash loans,29815.47,886500.0,1015218.0,,886500.0,MONDAY,11,Y,1,,,,XNA,Refused,-240,Cash through the bank,HC,Unaccompanied,Refreshed,XNA,Cash,x-sell,AP+ (Cash loan),4,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
350918,1137903,357370,Revolving loans,7875.0,0.0,157500.0,,,THURSDAY,12,Y,1,,,,XAP,Refused,-2819,XNA,SCO,,Repeater,XNA,Cards,x-sell,Credit and cash offices,0,XNA,0.0,XNA,Card Street,,,,,,
705446,2709525,357370,Revolving loans,7875.0,0.0,180000.0,,,THURSDAY,12,N,0,,,,XAP,Refused,-2819,XNA,XNA,,Repeater,XNA,Cards,x-sell,Credit and cash offices,0,XNA,0.0,XNA,Card Street,,,,,,
902399,2301134,357381,Consumer loans,3150.225,33750.0,33750.0,0.0,33750.0,THURSDAY,11,Y,1,0.0,,,XAP,Approved,-441,Cash through the bank,XAP,,New,Audio/Video,POS,XNA,Stone,35,Consumer electronics,12.0,low_normal,POS household with interest,365243.0,-410.0,-80.0,-110.0,-102.0,0.0
1047592,1791264,357381,Revolving loans,7875.0,0.0,157500.0,,,SATURDAY,11,N,0,,,,XAP,Refused,-208,XNA,HC,,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),4,XNA,0.0,XNA,Card X-Sell,,,,,,
169764,2638114,357396,Revolving loans,3375.0,0.0,67500.0,,,MONDAY,11,Y,1,,,,XAP,Refused,-2885,XNA,HC,,Repeater,XNA,Cards,x-sell,Country-wide,38,Connectivity,0.0,XNA,Card Street,,,,,,
1603391,2008358,357396,Revolving loans,3375.0,0.0,67500.0,,,SUNDAY,11,N,1,,,,XAP,Refused,-2886,XNA,HC,,Repeater,XNA,Cards,x-sell,Country-wide,38,Connectivity,0.0,XNA,Card Street,,,,,,
1592043,2731740,357483,Revolving loans,4500.0,0.0,45000.0,,,FRIDAY,7,N,1,,,,XAP,Refused,-2444,XNA,VERIF,,Repeater,XNA,Cards,x-sell,Country-wide,1610,Consumer electronics,0.0,XNA,Card Street,,,,,,
978244,1911867,357483,Revolving loans,4500.0,0.0,157500.0,,,MONDAY,15,N,0,,,,XAP,Refused,-2014,XNA,LIMIT,,Repeater,XNA,Cards,x-sell,Country-wide,1610,Consumer electronics,0.0,XNA,Card X-Sell,,,,,,
721899,2219543,357491,Revolving loans,2250.0,0.0,90000.0,,,THURSDAY,15,N,0,,,,XAP,Refused,-2524,XNA,XNA,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,,,,,,
1390026,1530054,357491,Revolving loans,2250.0,0.0,90000.0,,,THURSDAY,13,N,0,,,,XAP,Refused,-2566,XNA,SYSTEM,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,,,,,,
536717,2441804,357507,Revolving loans,,0.0,0.0,,,WEDNESDAY,11,Y,1,,,,XAP,Canceled,-241,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1262926,1954938,357507,Revolving loans,67500.0,1350000.0,1350000.0,,1350000.0,WEDNESDAY,11,Y,1,,,,XAP,Refused,-241,XNA,HC,Family,Refreshed,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
726992,1451780,357749,Cash loans,,0.0,0.0,,,SUNDAY,17,Y,1,,,,XNA,Canceled,-219,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
898340,2680181,357749,Cash loans,,0.0,0.0,,,WEDNESDAY,15,Y,1,,,,XNA,Canceled,-403,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
426063,1647127,357797,Consumer loans,7166.79,71910.0,72693.0,7191.0,71910.0,TUESDAY,20,Y,1,0.0980378139210946,,,XAP,Approved,-652,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,40,Connectivity,14.0,high,POS mobile with interest,365243.0,-614.0,-224.0,-224.0,-220.0,0.0
1283977,2172388,357797,Cash loans,,0.0,0.0,,,SUNDAY,16,Y,1,,,,XNA,Canceled,-73,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
680246,1477100,357836,Revolving loans,9000.0,450000.0,180000.0,,450000.0,SUNDAY,11,N,1,,,,XAP,Refused,-709,XNA,HC,,Refreshed,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
1557562,2171295,357836,Revolving loans,,0.0,0.0,,,FRIDAY,17,Y,1,,,,XAP,Canceled,-431,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
799934,1322019,358055,Revolving loans,4500.0,0.0,112500.0,,,SUNDAY,16,N,1,,,,XAP,Refused,-2678,XNA,XNA,,Repeater,XNA,Cards,x-sell,Stone,30,Connectivity,0.0,XNA,Card Street,,,,,,
267980,2799225,358055,Revolving loans,4500.0,0.0,112500.0,,,SATURDAY,13,N,1,,,,XAP,Refused,-2672,XNA,XNA,,Repeater,XNA,Cards,x-sell,Stone,30,Connectivity,0.0,XNA,Card Street,,,,,,
799291,2544721,358172,Revolving loans,,0.0,0.0,,,WEDNESDAY,12,Y,1,,,,XAP,Canceled,-253,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
476972,2190524,358172,Consumer loans,5942.52,64408.5,57964.5,6444.0,64408.5,THURSDAY,15,Y,1,0.1089623546299294,,,XAP,Approved,-721,Cash through the bank,XAP,,New,Computers,POS,XNA,Stone,50,Consumer electronics,12.0,middle,POS household with interest,365243.0,-685.0,-355.0,-535.0,-529.0,0.0
31011,1880765,358313,Consumer loans,4701.69,33030.0,35356.5,0.0,33030.0,TUESDAY,9,Y,1,0.0,,,XAP,Approved,-416,Cash through the bank,XAP,,Repeater,Audio/Video,POS,XNA,Country-wide,440,Consumer electronics,8.0,low_action,POS household without interest,365243.0,-385.0,-175.0,-265.0,-257.0,0.0
51193,1662261,358313,Revolving loans,,0.0,0.0,,,MONDAY,12,Y,1,,,,XAP,Canceled,-319,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
271812,1725269,358397,Cash loans,,0.0,0.0,,,WEDNESDAY,11,Y,1,,,,XNA,Canceled,-22,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1038824,2532979,358397,Cash loans,,0.0,0.0,,,TUESDAY,14,Y,1,,,,XNA,Canceled,-23,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
316906,1458283,358421,Revolving loans,9000.0,0.0,67500.0,,,SATURDAY,11,N,1,,,,XAP,Refused,-2645,XNA,SYSTEM,,Repeater,XNA,Cards,x-sell,Country-wide,100,Connectivity,0.0,XNA,Card Street,,,,,,
532416,2682548,358421,Revolving loans,9000.0,0.0,180000.0,,,WEDNESDAY,11,Y,1,,,,XAP,Approved,-2557,XNA,XAP,,Repeater,XNA,Cards,x-sell,Country-wide,100,Connectivity,0.0,XNA,Card Street,-2556.0,-2504.0,365243.0,365243.0,365243.0,0.0
583186,2334899,358509,Revolving loans,22500.0,0.0,450000.0,,,MONDAY,9,N,1,,,,XAP,Refused,-1366,XNA,HC,,Repeater,XNA,Cards,x-sell,Stone,150,Consumer electronics,0.0,XNA,Card X-Sell,,,,,,
1108718,1280241,358509,Consumer loans,52860.105,464180.535,481027.5,1.035,464180.535,TUESDAY,12,Y,1,2.343331026940201e-06,,,XAP,Approved,-469,Cash through the bank,XAP,Unaccompanied,Repeater,Jewelry,POS,XNA,Country-wide,30,Industry,10.0,low_normal,POS others without interest,365243.0,-438.0,-168.0,-228.0,-226.0,0.0
1542690,2704873,358526,Cash loans,23123.88,675000.0,790830.0,,675000.0,TUESDAY,13,Y,1,,,,XNA,Approved,-1260,Cash through the bank,XAP,Unaccompanied,New,XNA,Cash,walk-in,AP+ (Cash loan),-1,XNA,60.0,low_normal,Cash Street: low,365243.0,-1229.0,541.0,365243.0,365243.0,0.0
777717,1872541,358526,Cash loans,27748.665,810000.0,948996.0,,810000.0,TUESDAY,13,Y,1,,,,XNA,Refused,-1261,Cash through the bank,HC,Unaccompanied,New,XNA,Cash,walk-in,AP+ (Cash loan),-1,XNA,60.0,low_normal,Cash Street: low,,,,,,
1433902,2357121,358592,Cash loans,42727.5,450000.0,450000.0,,450000.0,FRIDAY,13,Y,1,,,,XNA,Approved,-278,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,12.0,low_normal,Cash X-Sell: low,365243.0,-248.0,82.0,365243.0,365243.0,0.0
197792,1556116,358592,Revolving loans,4500.0,180000.0,90000.0,,180000.0,WEDNESDAY,11,Y,1,,,,XAP,Approved,-278,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),15,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,-240.0,0.0
1528569,2732452,358593,Revolving loans,6750.0,0.0,135000.0,,,MONDAY,15,N,1,,,,XAP,Refused,-1073,XNA,HC,,Repeater,XNA,Cards,x-sell,Contact center,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
567741,2083125,358593,Revolving loans,4500.0,0.0,90000.0,,,TUESDAY,18,Y,1,,,,XAP,Approved,-981,XNA,XAP,,Repeater,XNA,Cards,x-sell,Contact center,-1,XNA,0.0,XNA,Card X-Sell,-924.0,-888.0,365243.0,-737.0,-43.0,0.0
763467,2095336,358662,Cash loans,45994.86,450000.0,470790.0,,450000.0,THURSDAY,17,Y,1,,,,XNA,Approved,-575,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,low_normal,Cash X-Sell: low,365243.0,-545.0,-215.0,-275.0,-271.0,1.0
1563637,1940884,358662,Cash loans,35276.76,1116000.0,1278045.0,,1116000.0,MONDAY,18,Y,1,,,,XNA,Approved,-298,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,365243.0,-268.0,1502.0,365243.0,365243.0,1.0
1034190,1522568,358685,Cash loans,11273.58,247500.0,284256.0,,247500.0,THURSDAY,15,Y,1,,,,XNA,Approved,-917,Cash through the bank,XAP,Children,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,low_normal,Cash X-Sell: low,365243.0,-887.0,163.0,-887.0,-879.0,1.0
1635966,1334120,358685,Cash loans,16197.48,450000.0,553950.0,,450000.0,TUESDAY,16,Y,1,,,,XNA,Approved,-891,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,365243.0,-861.0,909.0,-741.0,-738.0,1.0
924905,2167670,358967,Cash loans,15942.6,270000.0,299223.0,,270000.0,MONDAY,13,Y,1,,,,XNA,Approved,-701,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,24.0,low_normal,Cash X-Sell: low,365243.0,-671.0,19.0,365243.0,365243.0,1.0
